"departement","begrotingsstaten","begrotingshoofdstuk_R","begroting","naam_agentschap","Agentschap","Jaar","Dep.","FTE (in aantallen)","Immateriële vaste activa","Materiële vaste activa","Financiële vaste activa","Vaste activa","Voorraden + OHW","Debiteuren + Nog te ontvangen","Liquide middelen","Vlottende activa","Totaal activa","Exploitatie reserve","Verplichte / Bestemmings-reserve","Onverdeeld resultaat","Eigen vermogen","Voorzieningen","Leningen FIN","Crediteuren + Kortlopende schulden","Totaal passiva","Omzet moeder departement","Omzet overige departementen","Omzet derden","Omzet","Diverse opbrengsten","Rentebaten","Vrijval voorzieningen","Bijzondere baten","Baten","Personele kosten","Materiële kosten","Apparaats-uitgaven","Afschrijving","Diverse lasten","Dotatie voorzieningen","Rentelasten","Bijzondere lasten","Lasten","Resultaat"
"Algemene Zaken","III, Algemene Zaken","III","Algemene Zaken","Dienst Publiek en Communicatie","DPC","2009","AZ","159,5","0","0","0","0","8023","16700","158","24881","24881","4693","0","-940","3753","1026","0","20102","24881","7391","49318","499","57208","0","0","127","0","57335","10402","46953","57355","7","0","0","69","844","58275","-940"
"Buitenlandse Zaken","V, Buitenlandse Zaken","V","Buitenlandse Zaken","Centrum tot Bevordering van de Import","CBI","2009","BuZa","16","0","818,556","0","818,556","0","288,815","1892,057","2180,872","2999,428","490,13","0","782,99","1273,12","0","10","1716,308","2999,428","17040,686","0","149,239","17189,925","0","2,074","0","0","17191,999","1375,945","14643,054","16018,999","389,714","0","0","0,296","0","16409,009","782,99"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Basisadministratie Persoonsgegevens en Reisdocumenten","BPR","2009","BZK","87","2125","3453","0","5578","0","6645","59098","65743","71321","5162","0","0","5162","0","1389","64770","71321","25210","0","81546","106756","0","356","0","0","107112","8080","83947","92027","4527","10169","0","295","94","107112","0"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Centrale Archief Selectiedienst","CAS","2009","BZK","70,5","0","1075","0","1075","41","716","517","1274","2349","194","0","-277","-83","0","422","2010","2349","4322","5397","0","9719","0","0","0","134","9853","6386","2944","9330","289","472","0","39","0","10130","-277"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Centrale Financiën Instellingen","CFI","2009","BZK","384","0","2308","0","2308","0","1010","24746","25756","28064","1689","0","-461","1228","1898","2200","22738","28064","62118","178","1190","63486","0","26","0","1169","64681","27454","35094","62548","1516","0","2","189","887","65142","-461"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Korps landelijke politiediensten","KLPD","2009","BZK","4959,7","0","204240","0","204240","0","13944","67007","80951","285191","13783","0","2145","15928","6659","118339","144265","285191","564352","24729","13873","602954","0","84","0","6055","609093","396108","165209","561317","36253","0","3431","3464","2483","606948","2145"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Landelijke Faciliteit Rampenbestrijding","LFR","2009","BZK","41","0","346","0","346","0","2765","269","3034","3380","788","0","-404","384","51","0","2945","3380","24143","4","1599","25746","0","2","0","0","25748","4813","21874","26687","121","0","-680","24","0","26152","-404"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","P-Direkt","P-Direkt","2009","BZK","93","93501","156","0","93657","0","6509","22174","28683","122340","54","0","32","86","149","93897","28208","122340","2278","48399","0","50677","0","16","0","3586","54279","12054","1809","13863","4863","32347","0","3174","0","54247","32"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Rijksgebouwendienst","RGD","2009","BZK","966","0","5693656","882249","6575905","60594","100527","597969","759090","7334995","243917","0","-5717","238200","80717","6134986","881092","7334995","98989","1382093","11778","1492860","38886","2801","0","0","1534547","58812","19604","78416","313458","816413","43307","288670","0","1540264","-5717"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Uitvoeringsbedrijf Bedrijfsvoering Rijk","UBR","2009","BZK","516","976","1510","0","2486","329","19019","20533","39881","42367","1410","1094","3462","5966","0","452","35949","42367","43644","66485","5961","116090","0","210","0","5599","121899","67399","48874","116273","344","0","0","386","2700","119703","2196"
"Defensie","X, Defensie","X","Defensie","Defensie Telematica Organisatie","DTO","2009","DEF","2178","3532","108616","0","112148","3604","92525","15024","111153","223301","12064","0","-12833","-769","5890","78678","139502","223301","359867","44520","0","404387","0","206","0","0","404593","229069","135582","364651","44023","0","3055","5697","0","417426","-12833"
"Defensie","X, Defensie","X","Defensie","Dienst Vastgoed Defensie","DVD","2009","DEF","1412","0","169046","0","169046","14885","31258","32362","78505","247551","10103","0","3036","13139","11395","163609","59408","247551","120935","517","57","121509","160188","5","3654","556","285912","99450","13400","112850","3976","150557","4694","7548","3251","282876","3036"
"Defensie","X, Defensie","X","Defensie","Paresto","Paresto","2009","DEF","1285","0","1847","0","1847","5469","18112","8411","31992","33839","4912","0","723","5635","8752","782","18670","33839","112974","0","775","113749","3374","185","0","0","117308","66157","48361","114518","1027","0","970","70","0","116585","723"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Algemene Inspectiedienst","AID","2009","EZ","529","3321","9455","0","12776","0","1229","9149","10378","23154","-5","3320","1493","4808","101","8546","9699","23154","70660","0","575","71235","0","12","0","0","71247","46637","19787","66424","2938","0","0","392","0","69754","1493"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Agentschap Telecom","AT","2009","EZ","266","8","8524","0","8532","0","9994","5844","15838","24370","1453","0","776","2229","1291","3076","17774","24370","11885","625","19133","31643","0","39","275","138","32095","19502","9133","28635","2100","0","531","53","0","31319","776"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Dienst ICT Uitvoering","Dictu","2009","EZ","297","19503","10448","0","29951","0","15092","4863","19955","49906","-14995","15902","232","1139","387","19996","28384","49906","112065","0","2263","114328","0","0","0","0","114328","71287","33641","104928","7640","0","387","1141","0","114096","232"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Dienst Landelijk Gebied","DLG","2009","EZ","1352","10113","5452","0","15565","0","15713","3320","19033","34598","-4002","10070","71","6139","818","8014","19627","34598","111940","6455","21159","139554","0","13","498","0","140065","89847","43626","133473","5605","0","162","754","0","139994","71"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Dienst Regelingen","DR","2009","EZ","1081","40086","2460","0","42546","0","14036","23182","37218","79764","-39636","40086","3291","3741","0","27192","48831","79764","155768","4294","17013","177075","0","150","0","0","177225","84613","72794","157407","15105","0","0","1422","0","173934","3291"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Economische Voorlichtingsdienst","EVD","2009","EZ","479","0","3018","0","3018","0","13158","12301","25459","28477","2884","0","456","3340","1523","0","23614","28477","57548","18616","1140","77304","0","33","252","0","77589","32913","42450","75363","912","0","858","0","0","77133","456"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Octrooicentrum Nederland","Octr. Centrum","2009","EZ","119","42","493","0","535","0","1853","1689","3542","4077","702","0","389","1091","645","0","2341","4077","16553","0","135","16688","0","40","0","1","16729","9087","6897","15984","301","0","55","0","0","16340","389"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Plantenziektekundige Dienst","PD","2009","EZ","105,7396364","934","2209","0","3143","0","2772","4372","7144","10287","-694","934","148","388","1908","2110","5881","10287","22654","0","2601","25255","0","33","0","0","25288","12697","10859","23556","1029","0","408","147","0","25140","148"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","SenterNovem","Senter/Novem","2009","EZ","1765","754","12080","0","12834","0","6713","33598","40311","53145","6507","0","4921","11428","7295","671","33752","53146","91513","72294","4848","168655","0","37","5000","0","173692","137696","20219","157915","2210","776","2604","0","5266","168771","4921"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Voedsel en Waren Autoriteit","VWA","2009","EZ","200","3795","13866","0","17661","1411","16948","36012","54371","72032","3837","3258","-1402","5693","22394","9758","34187","72032","46228","81564","58590","186382","0","400","0","0","186782","121783","58102","179885","6656","0","812","831","0","188184","-1402"
"Financiën","IX, Financiën en Nationale Schuld","IX","Financiën en Nationale Schuld","Domeinen Roerende Zaken","DRZ","2009","FIN","88","39","2450","0","2489","0","1495","4867","6362","8851","987","30","1109","2126","3931","409","2385","8851","406","10935","3663","15004","0","89","0","757","15850","4750","8290","13040","458","0","1222","17","4","14741","1109"
"Financiën","IX, Financiën en Nationale Schuld","IX","Financiën en Nationale Schuld","Rijksvastgoed- en ontwikkelingsbedrijf","RVOB","2009","FIN","238","47","913","0","960","0","834","4234","5068","6028","952","0","2131","3083","2140","296","509","6028","20766","420","632","21818","0","11","0","0","21829","13875","5786","19661","398","0","-388","27","0","19698","2131"
"Infrastructuur en Milieu","XII, Infrastructuur en Milieu","XII","Infrastructuur en Milieu","Inspectie Leefomgeving en Transport","ILT","2009","IenM","916,6","2534,946","5168,095","0","7703,041","413,843","2749,665","55828,455","58991,963","66695,004","-5749,122","5749,122","4134,589","4134,589","4629,965","4745,195","53185,255","66695,004","93207","0","19182","112389","0","536","0","348","113273","78095","22807","100902","2433","0","3916","117","1770","109138","4135"
"Infrastructuur en Milieu","XII, Infrastructuur en Milieu","XII","Infrastructuur en Milieu","Koninklijk Nederlands Meteorologisch Instituut","KNMI","2009","IenM","485","0","5690","0","5690","1698","7037","8020","16755","22445","1390","0","-41","1349","1896","4031","15169","22445","37933","1293","18426","57652","0","3","0","269","57924","34419","21467","55886","1813","0","125","140","0","57964","-40"
"Infrastructuur en Milieu","XII, Infrastructuur en Milieu","XII","Infrastructuur en Milieu","Nederlandse Emissieautoriteit","NEA","2009","IenM","43","138","28","0","166","8","1","1193","1202","1368","428","126","-317","237","0","0","1131","1368","5349","0","0","5349","0","2","0","0","5351","3704","1692","5396","264","0","0","8","0","5668","-317"
"Infrastructuur en Milieu","XII, Infrastructuur en Milieu","XII","Infrastructuur en Milieu","Rijkswaterstaat","RWS","2009","IenM","9202","2146","279429","125487","407062","0","76721","307717","384438","791500","21746","71","37663","59480","2168","223340","506512","791500","2322938","28085","91355","2442378","0","1368","0","22705","2466451","759028","330031","1089059","47548","1281685","3163","9232","2294","2432981","33470"
"Onderwijs, Cultuur en Wetenschap","VIII, Onderwijs, Cultuur en Wetenschap","VIII","Onderwijs, Cultuur en Wetenschap","Nationaal Archief","NA","2009","OCW","133,4","0","7523","0","7523","66","1785","13355","15206","22729","940","0","-376","564","302","337","21525","22728","22820","665","2464","25949","0","44","0","-1258","24735","10548","13900","24448","486","0","17","27","133","25111","-376"
"Sociale Zaken en Werkgelegenheid","XV, Sociale Zaken en Werkgelegenheid","XV","Sociale Zaken en Werkgelegenheid","Agentschap SZW","ASZW","2009","SZW","133","62","21","0","83","0","1446","3965","5411","5494","1847","62","305","2214","43","0","3237","5494","12026","1268","5259","18553","0","24","452","0","19029","14344","4186","18530","171","0","23","0","0","18724","305"
"Sociale Zaken en Werkgelegenheid","XV, Sociale Zaken en Werkgelegenheid","XV","Sociale Zaken en Werkgelegenheid","Inspectie Werk en Inkomen","IWI","2009","SZW","156,3","347","184","0","531","4530","3135","15194","22859","23390","640","347","2","989","13081","0","9320","23390","16600","0","0","16600","0","112","337","5636","22685","12960","3790","16750","77","0","5828","28","0","22683","2"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Centraal Justitieel Incassobureau","CJIB","2009","VenJ","913","9654","13669","0","23323","0","21276","-217","21059","44382","-6790","9654","-2443","421","510","27101","16350","44382","88655","6344","15143","110142","0","188","0","0","110330","52378","30742","83120","10415","17818","2","1418","0","112773","-2443"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Dienst Justitiële Inrichtingen","DJI","2009","VenJ","17221","0","204501","0","204501","3425","134629","109665","247719","452220","14551","0","48254","62805","139169","53741","196505","452220","2266590","0","69417","2336007","0","0","0","11267","2347274","1049799","1147322","2197121","57602","0","41216","3081","0","2299020","48254"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Gemeenschappelijk Dienstencentrum ICT","GDI","2009","VenJ","162","0","5564","0","5564","0","3887","7368","11255","16819","1977","0","2130","4107","305","5809","6598","16819","35855","2663","0","38518","0","2","0","46","38566","20230","12729","32959","3182","0","0","157","138","36436","2130"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Immigratie- en Naturalisatiedienst","IND","2009","VenJ","3199","33492","24780","0","58272","1309","18534","12260","32103","90375","-33492","33492","-34976","-34976","4720","60701","59930","90375","291005","0","44183","335188","0","0","0","0","335188","228455","131599","360054","8532","0","0","1579","0","370165","-34977"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Justitiële Uitvoeringsdienst Toetsing, Integriteit, Screening","Justis","2009","VenJ","219","818","332","0","1150","0","6024","2753","8777","9927","1004","818","1919","3741","462","247","5477","9927","7386","0","19456","26842","0","10","0","0","26852","14044","10713","24757","160","0","0","16","0","24933","1919"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Nederlands Forensisch Instituut","NFI","2009","VenJ","516","0","17007","0","17007","53","3892","5792","9737","26744","3020","0","-1064","1956","428","14864","9496","26744","68941","0","4032","72973","0","86","0","0","73059","37514","31152","68666","4690","0","103","664","0","74123","-1064"
"Volksgezondheid, Welzijn en Sport","XVI, Volksgezondheid, Welzijn en Sport","XVI","Volksgezondheid, Welzijn en Sport","Agentschap College ter Beoordeling van Geneesmiddelen","ACBG","2009","VWS","185","2441","327","0","2768","0","8464","14202","22666","25434","193","2441","-668","1966","0","0","23468","25434","178","614","36191","36983","0","50","0","80","37113","19214","15884","35098","1738","608","0","0","337","37781","-668"
"Volksgezondheid, Welzijn en Sport","XVI, Volksgezondheid, Welzijn en Sport","XVI","Volksgezondheid, Welzijn en Sport","Almata","Almata","2009","VWS","235","39","1867","0","1906","140","848","7308","8296","10202","718","0","212","930","1413","1520","6339","10202","23835","622","5","24462","0","1","0","34","24497","14927","7480","22407","994","0","809","75","0","24285","212"
"Volksgezondheid, Welzijn en Sport","XVI, Volksgezondheid, Welzijn en Sport","XVI","Volksgezondheid, Welzijn en Sport","CIBG","CIBG","2009","VWS","206","2724","701","0","3425","306","4895","18793","23994","27419","-1420","2724","937","2241","260","1284","23634","27419","41775","0","3259","45034","0","32","0","273","45339","23115","19945","43060","1193","0","0","102","47","44402","937"
"Volksgezondheid, Welzijn en Sport","XVI, Volksgezondheid, Welzijn en Sport","XVI","Volksgezondheid, Welzijn en Sport","Lindenhorst","Lindenhorst","2009","VWS","112","0","337","0","337","0","979","273","1252","1589","265","0","-92","173","0","401","1014","1588","8506","0","252","8758","0","0","0","0","8758","5565","3160","8725","109","0","0","16","0","8850","-92"
"Volksgezondheid, Welzijn en Sport","XVI, Volksgezondheid, Welzijn en Sport","XVI","Volksgezondheid, Welzijn en Sport","Nederlands Vaccin Institiuut","NVI","2009","VWS","397","8016","39809","0","47825","40144","45055","34821","120020","167845","24647","8016","-2347","30316","1416","40542","95571","167845","36581","0","129258","165839","0","0","0","1353","167192","27188","137203","164391","3490","0","0","1658","0","169539","-2347"
"Volksgezondheid, Welzijn en Sport","XVI, Volksgezondheid, Welzijn en Sport","XVI","Volksgezondheid, Welzijn en Sport","Rijksinstituut voor Volksgezondheid en Milieu","RIVM","2009","VWS","1378,4","1354","8171","0","9525","20240","62286","59880","142406","151931","8685","0","-529","8156","15087","0","128688","151931","164764","58539","144660","367963","0","1038","2152","0","371153","116129","247057","363186","5226","0","2830","440","0","371682","-529"
"Algemene Zaken","III, Algemene Zaken","III","Algemene Zaken","Dienst Publiek en Communicatie","DPC","2010","AZ","136,5","0","0","0","0","565","16835","10542","27942","27942","6753","0","-1306","5447","3937","0","18558","27942","15305","35501","0","50806","0","196","680","133","51815","10819","38363","49182","0","0","3917","8","14","53121","-1306"
"Buitenlandse Zaken","V, Buitenlandse Zaken","V","Buitenlandse Zaken","Centrum tot Bevordering van de Import","CBI","2010","BuZa","15","0","921","0","921","0","274","2497","2771","3692","1891","0","0","1891","0","0","1801","3692","28577","0","1239","29816","0","0","0","0","29816","212","28675","28887","489","0","0","0","0","29376","440"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Basisadministratie Persoonsgegevens en Reisdocumenten","BPR","2010","BZK","81","0","1309","0","1309","0","4956","42918","47874","49183","5162","0","0","5162","0","0","44021","49183","30234","0","77934","108168","0","79","0","0","108247","7329","86518","93847","4422","0","0","94","0","98363","9884"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Centrale Archief Selectiedienst","CAS","2010","BZK","70,3","0","1945","0","1945","52","1348","71","1471","3416","-83","0","-188","-271","0","1156","2531","3416","3486","6750","0","10236","0","0","0","315","10551","7035","3042","10077","372","0","0","51","239","10739","-188"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Dienst Huurcommissie","DHC","2010","BZK","62","3609","362","0","3971","3664","280","3340","7284","11255","1000","0","-594","406","1590","0","9259","11255","17008","0","322","17330","0","0","1185","4122","22637","11119","5389","16508","721","0","603","31","5368","23231","-594"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","FM Haaglanden","FMH","2010","BZK","206","0","13571","0","13571","0","2728","14747","17475","31046","0","0","1811","1811","59","10781","18395","31046","0","44884","0","44884","0","0","15","1330","46229","9363","30253","39616","2697","1839","0","266","0","44418","1811"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Korps landelijke politiediensten","KLPD","2010","BZK","4933","0","189804","0","189804","0","12290","57911","70201","260005","15928","0","951","16879","16513","112025","114588","260005","574097","17426","14954","606477","0","0","0","3997","610474","389865","159123","548988","42442","0","11008","4841","2244","609523","951"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Landelijke Faciliteit Rampenbestrijding","LFR","2010","BZK","47","0","282","0","282","117","2240","2737","5094","5376","765","0","-765","0","77","0","5299","5376","14979","0","1224","16203","0","0","96","85","16384","3800","13122","16922","75","0","143","0","9","17149","-765"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Logius","Logius","2010","BZK","82","0","990","0","990","0","5199","12421","17620","18610","0","0","0","0","0","467","18143","18610","45860","10801","2192","58853","0","0","0","0","58853","22071","36461","58532","493","0","0","63","44","59132","-279"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","P-Direkt","P-Direkt","2010","BZK","377","99522","131","0","99653","0","1508","24253","25761","125414","86","0","49","135","0","93947","31332","125414","6533","70155","0","76688","0","0","149","0","76837","41065","22720","63785","8754","0","0","4249","0","76788","49"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Rijksgebouwendienst","RGD","2010","BZK","927","746308","6230678","198208","7175194","53925","68307","448820","571052","7746246","207950","0","2334","210284","84517","6625909","825536","7746246","23088","1394474","12021","1429583","0","3571","0","32403","1465557","796893","0","796893","326763","0","27322","283915","28330","1463223","2334"
"Binnenlandse Zaken en Koninkrijksrelaties","VII, Binnenlandse Zaken","VII","Binnenlandse Zaken en Koninkrijksrelaties","Uitvoeringsbedrijf Bedrijfsvoering Rijk","UBR","2010","BZK","639","1557","2244","0","3801","183","17595","16921","34699","38500","5848","0","-716","5132","0","293","33076","38501","53616","74294","1683","129593","0","3","0","716","130312","71573","58107","129680","658","0","307","146","237","131028","-716"
"Defensie","X, Defensie","X","Defensie","Defensie Telematica Organisatie","DTO","2010","DEF","2181","5424","93571","0","98995","4118","78865","33269","116252","215247","0","0","20412","20412","6320","63872","124643","215247","364121","43532","209","407862","0","77","43","0","407982","212768","126865","339633","37885","0","2145","4259","3648","387570","20412"
"Defensie","X, Defensie","X","Defensie","Dienst Vastgoed Defensie","DVD","2010","DEF","1408","0","196043","0","196043","17790","55351","3222","76363","272406","13139","0","-4848","8291","7987","190613","65515","272406","255310","802","29","256141","2904","0","682","838","260565","97955","161232,2","259187,2","4325","0","498","225","1177,8","265413","-4848"
"Defensie","X, Defensie","X","Defensie","Paresto","Paresto","2010","DEF","1195","0","2156","0","2156","4317","9181","16260","29758","31914","5635","0","2304","7939","9029","383","14563","31914","108939","0","795","109734","3440","42","0","0","113216","60776","47753","108529","896","0","1372","115","0","110912","2304"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Agentschap NL","AGNL","2010","EZ","2451,5","1271","17435","0","18706","0","15682","56723","72405","91111","13308","0","-1595","11713","8904","0","70494","91111","179864","93404","7481","280749","0","0","61","0","280810","275841","0","275841","4284","0","2259","21","0","282405","-1595"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Algemene Inspectiedienst","AID","2010","EZ","504,7258182","3967","9861","0","13828","0","2240","3092","5332","19160","3315","0","-155","3160","90","7765","8145","19160","68694","1397","169","70260","0","0","0","0","70260","53951","13250","67201","3018","0","0","196","0","70415","-155"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Agentschap Telecom","AT","2010","EZ","277","332","8135","0","8467","0","12579","15003","27582","36049","1550","0","1875","3425","2729","1940","27955","36049","12395","470","21245","34110","0","63","31","164","34368","19728","8649","28377","2067","0","1909","140","0","32493","1875"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Dienst ICT Uitvoering","Dictu","2010","EZ","284","23533","5862","0","29395","0","22876","1120","23996","53391","1139","0","-95","1044","2633","20421","29293","53391","122372","281","4817","127470","0","451","0","0","127921","65595","48195","113790","9268","0","2246","1120","1592","128016","-95"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Dienst Landelijk Gebied","DLG","2010","EZ","1278","3488","4400","0","7888","0","12993","8824","21817","29705","6140","0","-3095","3045","1682","4969","20009","29705","110252","7326","18622","136200","0","0","165","0","136365","91040","40159","131199","6691","0","1029","541","0","139460","-3095"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Dienst Regelingen","DR","2010","EZ","1064","37796","2182","0","39978","0","15188","15726","30914","70892","3741","0","813","4554","0","14262","52076","70892","160111","2307","17088","179506","0","0","0","40","179546","95291","64364","159655","17409","0","0","1669","0","178733","813"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Plantenziektekundige Dienst","PD","2010","EZ","133,2850909","847","2240","0","3087","41","5510","313","5864","8951","241","0","90","331","2048","1614","4958","8951","22335","406","2663","25404","0","0","266","0","25670","14782","9675","24457","930","0","81","112","0","25580","90"
"Economische Zaken","XIII, Economische Zaken","XIII","Economische Zaken","Voedsel en Waren Autoriteit","VWA","2010","EZ","245,1752727","6164","11157","0","17321","1207","21142","31014","53363","70684","5693","0","-5523","170","22426","10428","37660","70684","41166","81564","66549","189279","0","46","425","0","189750","139041","49055","188096","5687","0","699","791","0","195273","-5523"
"Financiën","IX, Financiën en Nationale Schuld","IX","Financiën en Nationale Schuld","Domeinen Roerende Zaken","DRZ","2010","FIN","81","212","2206","0","2418","0","1120","4499","5619","8037","752","0","55","807","3263","320","3647","8037","552","11872","3342","15766","0","30","0","238","16034","4536","9584","14120","565","0","1252","19","23","15979","55"
"Financiën","IX, Financiën en Nationale Schuld","IX","Financiën en Nationale Schuld","Rijksvastgoed- en ontwikkelingsbedrijf","RVOB","2010","FIN","232","42","715","161908","162665","0","2416","5119","7535","170200","3083","0","1115","4198","2161","155482","8359","170200","22595","142","629","23366","0","19","0","0","23385","15597","5280","20877","375","0","1002","16","0","22270","1115"
"Infrastructuur en Milieu","XII, Infrastructuur en Milieu","XII","Infrastructuur en Milieu","Inspectie Leefomgeving en Transport","ILT","2010","IenM","838,6","4611","1416","0","6027","269","2269","72908","75446","81473","4135","0","1294","5429","6786","2599","66659","81473","89148","0","13649","102797","0","260","2598","0","105655","73308","22788","96096","2717","5429","0","105","13","104360","1295"
"Infrastructuur en Milieu","XII, Infrastructuur en Milieu","XII","Infrastructuur en Milieu","Koninklijk Nederlands Meteorologisch Instituut","KNMI","2010","IenM","426","0","8643","0","8643","1336","5037","19350","25723","34366","1856","0","0","1856","1166","6113","25231","34366","38089","887","18912","57888","0","1","225","0","58114","34248","21675","55923","2036","0","58","152","0","58169","-55"
"Infrastructuur en Milieu","XII, Infrastructuur en Milieu","XII","Infrastructuur en Milieu","Nederlandse Emissieautoriteit","NEA","2010","IenM","41,67","1155","14","0","1169","10","0","1353","1363","2532","237","0","435","672","0","0","1860","2532","6773","4","0","6777","0","0","0","3","6780","4503","1761","6264","77","0","0","4","0","6345","435"
"Infrastructuur en Milieu","XII, Infrastructuur en Milieu","XII","Infrastructuur en Milieu","Rijkswaterstaat","RWS","2010","IenM","9298","4133","286030","112587","402750","9116255","80308","432593","9629156","10031906","77318","0","0","77318","1875","235860","9716853","10031906","2409881","33458","114004","2557343","0","838","1099","10709","2569989","765997","312009","1078006","52317","1398066","0","9035","3804","2541228","28761"
"Onderwijs, Cultuur en Wetenschap","VIII, Onderwijs, Cultuur en Wetenschap","VIII","Onderwijs, Cultuur en Wetenschap","Dienst Uitvoering Onderwijs","DUO","2010","OCW","1788","0","18498","0","18498","0","8546","69253","77799","96297","2418","0","-1584","834","5628","1886","87949","96297","231070","11514","9303","251887","0","101","259","1732","253979","119566","125834","245400","9915","0","165","83","0","255563","-1584"
"Onderwijs, Cultuur en Wetenschap","VIII, Onderwijs, Cultuur en Wetenschap","VIII","Onderwijs, Cultuur en Wetenschap","Nationaal Archief","NA","2010","OCW","127,08","0","10048","0","10048","78","909","7302","8289","18337","564","0","-983","-419","206","191","18359","18337","22176","197","3354","25727","0","0","2639","91","28457","10778","17332","28110","858","0","0","20","452","29440","-983"
"Sociale Zaken en Werkgelegenheid","XV, Sociale Zaken en Werkgelegenheid","XV","Sociale Zaken en Werkgelegenheid","Agentschap SZW","ASZW","2010","SZW","149","3","2","0","5","0","786","8289","9075","9080","1980","0","402","2382","33","0","6665","9080","13299","1467","0","14766","4066","16","0","234","19082","11916","6127","18043","613","0","24","0","0","18680","402"
"Sociale Zaken en Werkgelegenheid","XV, Sociale Zaken en Werkgelegenheid","XV","Sociale Zaken en Werkgelegenheid","Inspectie Werk en Inkomen","IWI","2010","SZW","125,7","273","131","0","404","0","4045","12453","16498","16902","652","0","112","764","8904","0","7234","16902","12622","0","0","12622","0","76","399","0","13097","9322","2030","11352","120","0","1501","12","0","12985","112"
"Veiligheid en Justitie","VI, Veiligheid en Justitie","VI","Veiligheid en Justitie","Centraal Justitieel Incassobureau","CJIB","2010","VenJ","929","1110","11784","0","12894","0","19237","9606","28843","41737","421","0","1833","2254","359","22257","16867","41737","47963","6604","59253","113820","0","0","0","0","113820","58117","24663","82780","12628","7929","0","1066","7584","111987","1833"
