"Jaar","Begrotingshoofdstuk","Naam Begroting","Begrotings artikel nr","Naam beleidsartikel","Financieel Instrument","Uitsplitsing Bijdrage","Ontvanger","Realisatie (*1000) per bijdrage"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Utrechtse Heuvelrug","381,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Vaals","57,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Valkenswaard","29,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Veendam","371,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Veenendaal","1015,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Veere","45,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Veghel","527,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Veldhoven","48,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Velsen","818,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Venlo","2988,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Venray","600,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Vianen","175,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Vlaardingen","2689,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Vlagtwedde","371,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Vlissingen","704,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Vlist","25,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Voorst","3,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Vught","54,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Waalwijk","509,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Waddinxveen","191,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Wageningen","288,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Wassenaar","25,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Weert","437,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Weesp","350,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Werkendam","95,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente West Maas En Waal","3,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Westerveld","13,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Westervoort","86,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Westland","684,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Weststellingwerf","134,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Westvoorne","60,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Wierden","35,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Wijchen","38,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Wijdemeren","19,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Wijk Bij Duurstede","102,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Winsum","16,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Winterswijk","575,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Woensdrecht","115,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Woerden","496,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Wormerland","32,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Woudenberg","22,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Woudrichem","6,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zaanstad","4377,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zaltbommel","412,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zandvoort","73,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zederik","6,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zeist","1009,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zevenaar","143,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zoetermeer","1708,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zoeterwoude","6,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zuidplas","146,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zundert","130,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zutphen","388,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zwartewaterland","35,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zwijndrecht","496,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","1","Primair Onderwijs","Bijdrage aan medeoverheden","Onderwijs Achterstands Beleid","Gemeente Zwolle","1542,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","(Caribisch Nederland) Studeren in de Regio","Aruba","180,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","(Caribisch Nederland) Studeren in de Regio","Curacao","957,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Alkmaar","598,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Amersfoort","1109,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Amsterdam","1971,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Apeldoorn","771,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Assen","513,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Breda","1251,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Delfzijl","387,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Den Helder","493,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Doetinchem","726,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Dordrecht","961,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Eindhoven","1203,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Emmen","443,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Enschede","1057,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Goes","489,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Gouda","821,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Groningen","586,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Haarlem","751,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Harderwijk","547,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Heerlen","951,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Hilversum","627,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Hoogeveen","439,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Hoorn","581,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Leeuwarden","581,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Leiden","791,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Lelystad","745,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Middelburg","408,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Nijmegen","1136,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Rotterdam","1953,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente 'S-Gravenhage","1572,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente 'S-Hertogenbosch","1194,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Smallingerland","611,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Sudwest Fryslan","459,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Terneuzen","401,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Tiel","645,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Tilburg","733,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Utrecht","1386,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Veendam","477,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Venlo","982,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","RMC","Gemeente Zwolle","851,00"
"2015","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","Correctie ivm ontvangst","Ocw","-53,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","(Caribisch Nederland) Bijzondere uitkering Sociale Kanstrajecten Jongeren","Openbaar Lichaam Bonaire","409,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","(Caribisch Nederland) Bijzondere uitkering Sociale Kanstrajecten Jongeren","Openbaar Lichaam Saba","153,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","Caribisch Nederland","Openbaar Lichaam Saba","181,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","(Caribisch Nederland) Bijzondere uitkering Sociale Kanstrajecten Jongeren","Openbaar Lichaam St. Eustasius","256,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","4","Beroepsonderwijs en Volwasseneneducatie","Bijdrage aan medeoverheden","(Caribisch Nederland) Studeren in de Regio","St. Maarten","242,00"
"2014","VIII","Onderwijs, Cultuur en Wetenschap","16","Onderzoek en Wetenschapsbeleid","Bijdrage aan medeoverheden","Nationaal contactpunt Kaderprogramma","Ministerie Van Economische Zaken","480,00"
"2014","XII","Infrastructuur en Milieu","11.01.04","Algemeen waterbeleid","Bijdrage aan medeoverheden","Specifiek uitkering","Hollands Noorderkwartier Hoog","128,00"
"2014","XII","Infrastructuur en Milieu","11.01.04","Algemeen waterbeleid","Bijdrage aan medeoverheden","Specifiek uitkering","Regionale Belastinggroep","313,00"
"2014","XII","Infrastructuur en Milieu","11.01.04","Algemeen waterbeleid","Bijdrage aan medeoverheden","Specifiek uitkering","Rijnland Hoogheemraadschap Van","131,00"
"2014","XII","Infrastructuur en Milieu","11.01.04","Algemeen waterbeleid","Bijdrage aan medeoverheden","Specifiek uitkering","Rivierenland Ws","83,00"
"2014","XII","Infrastructuur en Milieu","11.01.04","Algemeen waterbeleid","Bijdrage aan medeoverheden","Specifiek uitkering","Vereninging Nederlandse Gemeenten","35,00"
"2014","XII","Infrastructuur en Milieu","11.01.04","Algemeen waterbeleid","Bijdrage aan medeoverheden","Specifiek uitkering","Waterschap Aa En Maas","47,00"
"2014","XII","Infrastructuur en Milieu","11.01.04","Algemeen waterbeleid","Bijdrage aan medeoverheden","Specifiek uitkering","Waterschap Scheldestromen","35,00"
"2014","XII","Infrastructuur en Milieu","13.01.04","Ruimtelijke instrumentarium","Bijdrage aan medeoverheden","Specifiek uitkering","Boerderij & Landschap B.V.","29,00"
"2014","XII","Infrastructuur en Milieu","13.01.04","Ruimtelijke instrumentarium","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Maastricht","35,00"
"2014","XII","Infrastructuur en Milieu","13.01.04","Ruimtelijke instrumentarium","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Ubbergen","30,00"
"2014","XII","Infrastructuur en Milieu","13.01.04","Ruimtelijke instrumentarium","Bijdrage aan medeoverheden","Specifiek uitkering","Stichting Streekhuis Het Groene Wou","48,00"
"2014","XII","Infrastructuur en Milieu","13.03.04","Gebitsontwikkeling","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Arnhem","3777,00"
"2014","XII","Infrastructuur en Milieu","13.03.04","Gebitsontwikkeling","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Breda","5399,00"
"2014","XII","Infrastructuur en Milieu","13.03.04","Gebitsontwikkeling","Bijdrage aan medeoverheden","Specifiek uitkering","Provinciehuis Zuid Holland","300,00"
"2014","XII","Infrastructuur en Milieu","13.03.04","Gebitsontwikkeling","Bijdrage aan medeoverheden","Specifiek uitkering","Sittard-Geleen-Born Gem","2200,00"
"2014","XII","Infrastructuur en Milieu","13.04.04","Ruimtegebruik bodem","Bijdrage aan medeoverheden","Specifiek uitkering","Sona Willemstad","283,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Borne","19,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Deventer","28,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Diemen","481,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Diemen","5,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Duiven","85,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Eersel","19,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Eersel","217,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Haren","32,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Haren","49,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Hendrik-Ido-Ambacht","31,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Hengelo","36,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Hillegom","98,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Hulst","24,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Nunspeet","125,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Tilburg","37,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Tilburg","185,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Twenterand","54,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Werkendam","112,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Zutphen","159,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Alblasserdam","1,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Alblasserdam","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Albrandswaard","56,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Albrandswaard","11,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Alkmaar","35,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Alphen A/D Rijn","43,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Alphen Ad Rijn","22,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Amersfoort","56,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Amsterdam","2375,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Apeldoorn","11,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Barendrecht","26,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Begen Op Zoom","475,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Binnenmaas","30,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Binnenmaas","238,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Boekel","1,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Boekel","13,00"
"2014","XII","Infrastructuur en Milieu","20.01.04","Luchtkwaliteit en tegengaan geluidsginder","Bijdrage aan medeoverheden","Specifiek uitkering","Gemeente Borsele","3,00"
