"Jaar","Begrotingshoofdstuk","Naam Begroting","Begrotings artikel nr","Naam artikel","Kostensoort","Realisatie (*Eu 1000)"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Uitbesteden beleidsadvies- en onderzoeksopdrachten","24,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Uitbesteden juridisch adviesopdrachten","23,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Uitbesteden juridisch adviesopdrachten","15,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Uitbesteden organisatie- en formatieadviesopdrachten","326,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Uitbesteden organisatie- en formatieadviesopdrachten","10,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Uitbesteden organisatie- en formatieadviesopdrachten","8,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Uitgaven sociaal flankerend beleid","6,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Uitzendkrachten","1149,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Vakliteratuur, abonnementen en overige informatie","352,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Vakliteratuur, abonnementen en overige informatie","83,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Vakliteratuur, abonnementen en overige informatie","0,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Verbruik van energie en water","474,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Verhuiskosten (binnen- en buitenland)","7,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Verhuizen","22,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Vertaaldiensten","28,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat","Wagenpark","32,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat",,"1,00"
2015,"VII","Binnenlandse Zaken en Koninkrijksrelaties",11,"Centraal apparaat",,"1039,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden"," Reis- en Verblijfkosten","129,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden"," Reis- en Verblijfkosten","11970,90"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Aanschaf programmatuur & software","497,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","afvalzorgmanagement","157,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","439,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Bankdiensten ","43,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Benodigdheden en hulpmiddelen","12855,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Consumptieve diensten ","6741,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Diversen communicatie","1,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Diversen communicatie","426,71"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Gebruik en onderhoud gebouw en terreinen","619,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Gebruik en onderhoud gebouw en terreinen","458,55"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Gratificaties","18296,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Inrichting van gebouwen","206,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","2371,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","148,19"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Post-, koeriers- en transportdiensten","2,63"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Relatiegeschenken (niet voor eigen personeel)","727,89"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Representatie voor eigen personeel","280,09"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Salaris, vakantie- en eindejaarsuitkering ","431744,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Schoonmaken","502,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Schoonmaken","1,55"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Spraak en Data Verbindingen","1991,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Studie en opleiding","156,02"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Studie en opleiding","13285,62"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Toelagen, toeslagen en vergoedingen","88482,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","uitzendkrachten","5005,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Vakliteratuur, abonnementen en overige informatie","603,06"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Verbruik van energie en water","2800,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Verbruik van energie en water","291,01"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Verhuiskosten (binnen- en buitenland)","2366,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Verwerven en afstoten ","77,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","waarvan SSO Paresto/ consumptieve diensten","2173,00"
2015,"X","Ministerie van Defensie",2.33,"Operationele eenheden","Wagenpark","3347,20"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden"," Reis- en Verblijfkosten","19045,96"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Advisering opdrachtgevers over automatiseringsvraagstukken","26,47"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","afvalzorgmanagement","1,00"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","1775,91"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Bankdiensten ","22,10"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Benodigdheden en hulpmiddelen","118,56"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Benodigdheden en hulpmiddelen","23612,58"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Communicatieadvisering","19,34"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Consumptieve diensten ","12114,00"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Diversen communicatie","497,62"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Diversen communicatie","857,36"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Evenementen en congresorganisatie","774,50"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Gebruik en onderhoud gebouw en terreinen","0,65"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Gebruik en onderhoud gebouw en terreinen","1437,18"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Gratificaties","6933,26"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Instroom, doorstroom en uitstroom van personeel","199,66"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","6069,99"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","4517,68"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","2563,10"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","490,14"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Post-, koeriers- en transportdiensten","2217,96"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Relatiegeschenken (niet voor eigen personeel)","662,75"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Representatie voor eigen personeel","2139,97"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","risicobeheersen","93,56"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Salaris, vakantie- en eindejaarsuitkering ","802182,62"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Studie en opleiding","7334,91"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Toelagen, toeslagen en vergoedingen","157346,15"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Toelagen, toeslagen en vergoedingen","490,97"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","uitzendkrachten","4565,82"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Vakliteratuur, abonnementen en overige informatie","123,91"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Verbruik van energie en water","275,98"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","waarvan SSO Paresto/ consumptieve diensten","2448,00"
2015,"X","Ministerie van Defensie",3.33,"Operationele eenheden","Wagenpark","1582,98"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden"," Reis- en Verblijfkosten","13736,76"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","697,10"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Bankdiensten ","110,08"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Benodigdheden en hulpmiddelen","17894,63"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Consumptieve diensten ","4060,19"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Diversen communicatie","39,46"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Gebruik en onderhoud gebouw en terreinen","5,71"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Gratificaties","3493,97"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Instroom, doorstroom en uitstroom van personeel","20,51"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","80,38"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","2988,79"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","525,69"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","498,44"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Post-, koeriers- en transportdiensten","87,90"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Relatiegeschenken (niet voor eigen personeel)","1961,71"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Representatie voor eigen personeel","316,75"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","risicobeheersen","251,31"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Salaris, vakantie- en eindejaarsuitkering ","341618,69"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Studie en opleiding","328,86"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Studie en opleiding","65664,76"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Studie en opleiding","12693,09"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Toelagen, toeslagen en vergoedingen","64055,02"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","uitzendkrachten","6368,35"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Vakliteratuur, abonnementen en overige informatie","109,29"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Verhuiskosten (binnen- en buitenland)","1910,07"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","waarvan SSO Paresto/ consumptieve diensten","2701,00"
2015,"X","Ministerie van Defensie",4.33,"Operationele eenheden","Wagenpark","1920,34"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden"," Reis- en Verblijfkosten","8110,47"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Advisering en eventueel explorerend onderzoek dat wordt verricht ten behoeve van nieuw beleid, dan wel bijstelling van bestaand beleid (toekomstgericht). ","35,78"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","27,64"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Bankdiensten ","154,39"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Benodigdheden en hulpmiddelen","8461,89"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Communicatieadvisering","86,70"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Consumptieve diensten ","1914,44"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Diversen communicatie","167,70"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Gratificaties","3219,44"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","2411,24"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Organisatie- en formatieadvies","22,74"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","580,32"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Relatiegeschenken (niet voor eigen personeel)","224,34"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Representatie voor eigen personeel","180,43"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Salaris, vakantie- en eindejaarsuitkering ","257398,03"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Studie en opleiding","4324,82"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Toelagen, toeslagen en vergoedingen","40860,89"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","uitzendkrachten","41,55"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Vakliteratuur, abonnementen en overige informatie","250,49"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","vertaaldiensten","3167,08"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Verwerven en afstoten ","11,94"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","waarvan SSO Paresto/ consumptieve diensten","878,00"
2015,"X","Ministerie van Defensie",5.33,"Operationele eenheden","Wagenpark","2879,45"
2015,"X","Ministerie van Defensie",7.3,"Staf DMO","Salaris, vakantie- en eindejaarsuitkering ","7769,04"
2015,"X","Ministerie van Defensie",7.3,"Staf DMO","Toelagen, toeslagen en vergoedingen","340,15"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden"," Reis- en Verblijfkosten","7076,50"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Aanschaf programmatuur & software","25706,00"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Advisering en eventueel explorerend onderzoek dat wordt verricht ten behoeve van nieuw beleid, dan wel bijstelling van bestaand beleid (toekomstgericht). ","76,51"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Bankdiensten ","1,56"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Benodigdheden en hulpmiddelen","54659,39"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Consumptieve diensten ","470,96"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Gebruik en onderhoud gebouw en terreinen","0,75"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Gratificaties","91,19"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","194,98"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","329,37"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","47,16"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Relatiegeschenken (niet voor eigen personeel)","282,50"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Representatie voor eigen personeel","97,97"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Salaris, vakantie- en eindejaarsuitkering ","148173,40"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","SSO DTO _ aanschaf programmatuur & software","25337,00"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","SSO DTO _ IV Werkplekdiensten","82970,00"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","SSO DTO_ aanschaf hardware","40032,00"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","SSO DTO_ Beheer & Onderhoud hardware ","17129,00"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","SSO DTO_ Spraak en Data Verbindingen","6580,00"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Studie en opleiding","2444,91"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Toelagen, toeslagen en vergoedingen","11441,05"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","uitzendkrachten","21862,41"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Vakliteratuur, abonnementen en overige informatie","147,09"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","waarvan SSO Paresto/ consumptieve diensten","414,00"
2015,"X","Ministerie van Defensie",7.33,"Ondersteuning operationele eenheden","Wagenpark","169,77"
2015,"X","Ministerie van Defensie",8.3,"Staf CDC","Gratificaties","1,00"
2015,"X","Ministerie van Defensie",8.3,"Staf CDC","Salaris, vakantie- en eindejaarsuitkering ","8693,00"
2015,"X","Ministerie van Defensie",8.3,"Staf CDC","Toelagen, toeslagen en vergoedingen","401,00"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden"," Reis- en Verblijfkosten","10115,64"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","afvalzorgmanagement","2348,98"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","37439,09"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Bankdiensten ","2711,25"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Benodigdheden en hulpmiddelen","15710,13"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Consumptieve diensten ","7847,29"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Diversen communicatie","1651,58"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Documentmanagement Documentontwikkeling en -verwerking","6,71"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Evenementen en congresorganisatie","393,09"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Gebruik en onderhoud gebouw en terreinen","1896,85"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Gratificaties","20135,40"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Inrichting van gebouwen","8729,72"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Instroom, doorstroom en uitstroom van personeel","13396,74"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Instroom, doorstroom en uitstroom van personeel","2363,98"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Juridisch advies","141,00"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","264,32"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","4897,39"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","2790,67"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","415,50"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Personeelsevenementen, - bijeenkomsten en recepties","805,14"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Post-, koeriers- en transportdiensten","39835,94"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Relatiegeschenken (niet voor eigen personeel)","138,05"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Representatie voor eigen personeel","2161,22"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","risicobeheersen","1160,80"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","risicobeheersen","0,16"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Salaris, vakantie- en eindejaarsuitkering ","363679,67"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Schoonmaken","4383,95"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","SSO DTO (DMO/OPS)/ spraak en dataverbindingen","220,00"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Studie en opleiding","1289,55"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Studie en opleiding","8882,31"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Toelagen, toeslagen en vergoedingen","43134,80"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Uitzendkrachten","18016,00"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Vakliteratuur, abonnementen en overige informatie","123,05"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Verbruik van energie en water","57982,38"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","verhuizen","1199,89"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Verwerven en afstoten ","65518,05"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","waarvan SSO DVD / RVB;  Verwerven en afstoten","220607,00"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","waarvan SSO Paresto/ consumptieve diensten","31706,32"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Wachtgelden, inactiviteitswedden en SBK-gelden","4250,77"
2015,"X","Ministerie van Defensie",8.33,"Ondersteuning operationele eenheden","Wagenpark","23564,20"
2015,"X","Ministerie van Defensie",8.34,"Attachés"," Reis- en Verblijfkosten","51,00"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Benodigdheden en hulpmiddelen","2973,58"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Consumptieve diensten ","27,25"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Gratificaties","4341,00"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","151,93"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Personeelsevenementen, - bijeenkomsten en recepties","0,87"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Personeelsevenementen, - bijeenkomsten en recepties","4,63"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Relatiegeschenken (niet voor eigen personeel)","1,85"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Representatie voor eigen personeel","2,05"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Salaris, vakantie- en eindejaarsuitkering ","7315,38"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Spraak en Data Verbindingen","91,78"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Studie en opleiding","713,02"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Toelagen, toeslagen en vergoedingen","140,00"
2015,"X","Ministerie van Defensie",8.34,"Attachés","verhuizen","6,51"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Verwerven en afstoten ","3875,27"
2015,"X","Ministerie van Defensie",8.34,"Attachés","Wagenpark","202,21"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf"," Reis- en Verblijfkosten","2654,14"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Advisering en eventueel explorerend onderzoek dat wordt verricht ten behoeve van nieuw beleid, dan wel bijstelling van bestaand beleid (toekomstgericht). ","94,07"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Advisering opdrachtgevers over automatiseringsvraagstukken","205,90"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Bankdiensten ","3,78"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Benodigdheden en hulpmiddelen","1143,59"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Consumptieve diensten ","230,41"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Gebruik en onderhoud gebouw en terreinen","72,67"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Gratificaties","79,45"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","32,44"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","668,84"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Organisatie- en formatieadvies","178,39"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Personeelsevenementen, - bijeenkomsten en recepties","102,71"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Personeelsevenementen, - bijeenkomsten en recepties","11,07"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Relatiegeschenken (niet voor eigen personeel)","113,94"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Representatie voor eigen personeel","33,74"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Salaris, vakantie- en eindejaarsuitkering ","57306,11"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Studie en opleiding","710,82"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","Toelagen, toeslagen en vergoedingen","6561,98"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","uitzendkrachten","1237,77"
2015,"X","Ministerie van Defensie",10.3,"Bestuurstaf","waarvan SSO Paresto/ consumptieve diensten","583,00"
2015,"X","Ministerie van Defensie",10.31,"MIVD"," Reis- en Verblijfkosten","1230,73"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Advisering opdrachtgevers over automatiseringsvraagstukken","1115,82"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Bankdiensten ","2,52"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Benodigdheden en hulpmiddelen","4373,03"
2015,"X","Ministerie van Defensie",10.31,"MIVD","Consumptieve diensten ","258,45"
