"Jaar","Begrotingshoofdstuk","Naam Begroting","Begrotings artikel nr","Naam artikel","Kostensoort","Realisatie (*Eu 1000)"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Reis- en Verblijfkosten","12,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Relatiegeschenken (niet voor eigen personeel)","0,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Representatie voor eigen personeel","2,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Risicobeheersen","3,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Salaris, vakantie- en eindejaarsuitkering ","484,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Sociale lasten en bijdrage zorgverzekeringswet","52,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Spraak en Data Verbindingen","1,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Studie en opleiding","13,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Toelagen, toeslagen en vergoedingen","7,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Vakliteratuur, abonnementen en overige informatie","1,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Vergoedingen voor inbesteding personeel ","319,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Vertaaldiensten","9,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Verwerven en afstoten","93,00"
2015,"IIIC","Ministerie van Algemene Zaken",1,"Commissie van Toezicht betreffende de Inlichtingen- en Veiligheidsdiensten","Wagenpark","0,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Aanschaf programmatuur & software","25,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Accountancy, financiën en administratieve organisatie","0,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Accountancy, financiën en administratieve organisatie","0,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Bankdiensten","734,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Benodigdheden en hulpmiddelen","0,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Bijdrage SSO","142,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Bovenwettelijke uitkering, wachtgelden","363,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","BZK specifiek","2036,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","BZK specifiek","-16,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","BZK specifiek","16,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Consumptieve diensten","7,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Consumptieve diensten","3,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Documentmanagement Documentontwikkeling en -verwerking","4,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Evenementen en congresorganisatie","13,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Gebruik en onderhoud gebouw en terreinen","5,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Gratificaties","2,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Instroom, doorstroom en uitstroom van personeel","2,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Juridisch advies","0,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Landsadvocaat","19,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","0,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Reis- en Verblijfkosten","767,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Relatiegeschenken (niet voor eigen personeel)","3,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Representatie voor eigen personeel","13,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Salaris, vakantie- en eindejaarsuitkering","8147,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Salaris, vakantie- en eindejaarsuitkering","98,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Sociale lasten en bijdrage zorgverzekeringswet","4,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Spraak en Data Verbindingen","1,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Spraak en Data Verbindingen","8,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Studie en opleiding","45,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Toelagen, toeslagen en vergoedingen","237,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Uitbesteden organisatie- en formatieadviesopdrachten","11,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Uitzendkrachten","31,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Vakliteratuur, abonnementen en overige informatie","3,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Verbruik van energie en water","0,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners","Verhuiskosten (binnen- en buitenland)","48,00"
2015,"IV","Koninkrijksrelaties",2,"Bevord. autonomie Kon.partners",,"108,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN"," Reis- en Verblijfkosten","35281,12"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Aan externe partij uitbestede ICT-dienstverlening.","43007,82"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Aanleg, Beheer en Onderhoud infrastructuur","5,03"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Aanschaf Hardware","62489,81"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Aanschaf programmatuur & software","35132,88"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Accountancy, financiën en administratieve organisatie","790,80"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Advisering en eventueel explorerend onderzoek dat wordt verricht ten behoeve van nieuw beleid, dan wel bijstelling van bestaand beleid (toekomstgericht). ","64,26"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Advisering opdrachtgevers over automatiseringsvraagstukken","90736,72"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Afvalzorgmanagement","1118,53"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","5812,04"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Bankdiensten ","5100,40"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Beheer & Onderhoud hardware ","18264,74"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Beheer, Onderhoud programmatuur & Software","54104,40"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Benodigdheden en hulpmiddelen","11934,49"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Bijdrage SSO","204720,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Bovenwettelijke uitkering, wachtgelden","3277,81"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Communicatieadvisering","571,22"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Consumptieve diensten ","13496,40"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Departement_Specifiek","4657,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Departement_Specifiek","82792,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Diversen communicatie","11793,47"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Documentmanagement Documentontwikkeling en -verwerking","5090,99"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Eindheffing loonbelasting","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Evenementen en congresorganisatie","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Functioneel leeftijdsontslag","460,33"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Gebruik en onderhoud gebouw en terreinen","28310,89"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Gratificaties","11390,66"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Inbesteding","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Inrichting van Gebouwen","26881,93"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Instroom, doorstroom en uitstroom van personeel","1218,61"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Interim–management","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Juridisch advies","5,78"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Landsadvocaat ","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","2029,28"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","30703,14"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Ontvangsten Personeel Materieel","20923,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Organisatie- en formatieadvies","31,74"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Pensioenpremies","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Personeelsevenementen, - bijeenkomsten en recepties","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Post-, Koeriers- en transportdiensten","43540,27"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Relatiegeschenken (niet voor eigen personeel)","331,95"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Representatie voor eigen personeel","1763,85"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Risicobeheersen","17823,49"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Salaris, vakantie- en eindejaarsuitkering ","1472672,20"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Schoonmaken","12265,84"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Sociale lasten en bijdrage zorgverzekeringswet","373489,64"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Spraak en Data Verbindingen","36306,43"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Studie en opleiding","21904,06"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Toelagen, toeslagen en vergoedingen","55049,24"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Tolken en vertalers op grond van wettelijke taken","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Uitbesteden accountancy en financiën","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Uitbesteden beleidsadvies- en onderzoeksopdrachten","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Uitbesteden juridisch adviesopdrachten","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Uitbesteden organisatie- en formatieadviesopdrachten","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Uitgaven sociaal flankerend beleid","149,64"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Uitzendkrachten","104202,32"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Vakliteratuur, abonnementen en overige informatie","30845,99"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Verblijf extern ","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Verbruik van energie en water","12295,30"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Vergoedingen voor inbesteding personeel ","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Verhuiskosten (binnen- en buitenland)","50,40"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Verhuizen","50,02"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Vertaaldiensten","0,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Verwerven en afstoten ","-4457,00"
2015,"IXB","Financiën en Nationale Schuld",1,"BELASTINGEN","Wagenpark","20847,26"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Aan externe partij uitbestede ICT-dienstverlening.","3006,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Aanleg, Beheer en Onderhoud infrastructuur","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Aanschaf Hardware","636,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Aanschaf programmatuur & software","691,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Accountancy, financiën en administratieve organisatie","5802,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Advisering en eventueel explorerend onderzoek dat wordt verricht ten behoeve van nieuw beleid, dan wel bijstelling van bestaand beleid (toekomstgericht). ","26,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Advisering opdrachtgevers over automatiseringsvraagstukken","257,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Afvalzorgmanagement","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","425,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Bankdiensten ","34,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Beheer & Onderhoud hardware ","461,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Beheer, Onderhoud programmatuur & Software","1001,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Benodigdheden en hulpmiddelen","1013,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Bijdrage SSO","44910,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Bovenwettelijke uitkering, wachtgelden","510,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Communicatieadvisering","1596,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Consumptieve diensten ","800,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Departement_Specifiek","14168,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Diversen communicatie","723,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Documentmanagement Documentontwikkeling en -verwerking","10,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Eindheffing loonbelasting","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Evenementen en congresorganisatie","2071,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Functioneel leeftijdsontslag","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Gebruik en onderhoud gebouw en terreinen","2051,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Gratificaties","1171,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Inbesteding","548,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Inrichting van Gebouwen","49,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Instroom, doorstroom en uitstroom van personeel","92,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Interim–management","59,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Juridisch advies","239,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Landsadvocaat ","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","276,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Organisatie- en formatieadvies","292,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Pensioenpremies","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Personeelsevenementen, - bijeenkomsten en recepties","206,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Post-, Koeriers- en transportdiensten","115,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Reis- en Verblijfkosten","4761,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Relatiegeschenken (niet voor eigen personeel)","5,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Representatie voor eigen personeel","304,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Risicobeheersen","335,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Salaris, vakantie- en eindejaarsuitkering ","99119,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Schoonmaken","252,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Sociale lasten en bijdrage zorgverzekeringswet","22707,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Spraak en Data Verbindingen","451,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Studie en opleiding","3969,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Toelagen, toeslagen en vergoedingen","3443,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Tolken en vertalers op grond van wettelijke taken","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Uitbesteden accountancy en financiën","461,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Uitbesteden beleidsadvies- en onderzoeksopdrachten","1151,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Uitbesteden juridisch adviesopdrachten","405,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Uitbesteden organisatie- en formatieadviesopdrachten","42,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Uitgaven sociaal flankerend beleid","15,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Uitzendkrachten","2129,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Vakliteratuur, abonnementen en overige informatie","328,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Verblijf extern ","683,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Verbruik van energie en water","358,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Vergoedingen voor inbesteding personeel ","4775,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Verhuiskosten (binnen- en buitenland)","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Verhuizen","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Vertaaldiensten","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Verwerven en afstoten ","0,00"
2015,"IXB","Financiën en Nationale Schuld",8,"Apparaat","Wagenpark","755,00"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Aan externe partij uitbestede ICT-dienstverlening.","10,12"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Aanschaf Hardware","12,75"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Aanschaf programmatuur & software","1,51"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Arbeidsomstandigheden en personele zorg (incl. BHV middelen)","1,29"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Bankdiensten","40,68"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Beheer & Onderhoud hardware ","0,02"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Beheer en Onderhoud infrastructuur","0,01"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Beheer, Onderhoud programmatuur en systemen ","1,61"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Benodigdheden en hulpmiddelen","1,83"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Bijdrage SSO","53,42"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Bovenwettelijke uitkering, wachtgelden","6,66"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Departement_Specifiek_Materieel","30,13"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Departement_Specifiek_Personeel","0,89"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Diversen communicatie","0,03"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Eindheffing loonbelasting","16,91"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Gebruik en onderhoud gebouw en terreinen","15,34"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Gratificaties","1,53"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Inrichting van Gebouwen","3,86"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Instroom, doorstroom en uitstroom van personeel","1,28"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","0,00"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","20,91"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Overige externe inhuur","7,01"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Personeelsevenementen, - bijeenkomsten en recepties","9,05"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Post-, Koeriers- en transportdiensten","4,69"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Reis- en Verblijfkosten","15,63"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Representatie voor eigen personeel","0,60"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Risicobeheersen","12,54"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Salaris, vakantie- en eindejaarsuitkering","278,30"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Schoonmaken","1,57"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Sociale lasten en bijdrage zorgverzekeringswet","4,78"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Studie en opleiding","6,08"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Toelagen, toeslagen en vergoedingen","49,21"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Tolken en vertalers op grond van wettelijke taken","0,20"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Uitbesteden accountancy en financiën","0,85"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Uitbesteden beleidsadvies- en onderzoeksopdrachten","0,07"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Uitbesteden juridisch adviesopdrachten","0,37"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Uitbesteden organisatie- en formatieadviesopdrachten","0,00"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Uitgaven sociaal flankerend beleid","3,25"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Vakliteratuur, abonnementen en overige informatie","0,79"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Verbindingen","15,47"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Verbruik van energie en water","6,99"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Vergoedingen voor inbesteding personeel","8,69"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Verhuiskosten (binnen- en buitenland)","12,58"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Verwerven en afstoten","59,49"
2015,"V","Ministerie van Buitenlandse Zaken",7,"Apparaat","Wagenpark","4,66"
2015,"V","Ministerie van Buitenlandse Zaken","1810S01","Apparaat","Salaris, vakantie- en eindejaarsuitkering eigen personeel","278298,92"
2015,"V","Ministerie van Buitenlandse Zaken","1810S01","Apparaat","Vergoedingen voor inbesteding personeel ","8686,57"
2015,"V","Ministerie van Buitenlandse Zaken","1811S00","Apparaat","Eindheffing loonbelasting","16910,63"
2015,"V","Ministerie van Buitenlandse Zaken","1812S01","Apparaat","Toelagen, toeslagen en vergoedingen","49214,69"
2015,"V","Ministerie van Buitenlandse Zaken","1812S03","Apparaat","Onkostenvergoedingen waaronder Woon-werkverkeer (ook collectieve inkoop OV kaarten)","20914,11"
2015,"V","Ministerie van Buitenlandse Zaken","1812S03","Apparaat","Verhuiskosten (binnen- en buitenland)","12575,41"
2015,"V","Ministerie van Buitenlandse Zaken","1813S01","Apparaat","Arbeidsomstandigheden en personele zorg (incl. BHV middelen) ","1290,51"
2015,"V","Ministerie van Buitenlandse Zaken","1813S01","Apparaat","Instroom, doorstroom en uitstroom van personeel","1279,67"
2015,"V","Ministerie van Buitenlandse Zaken","1813S01","Apparaat","Noodzakelijke contributies van personeel (bijv. contributies NIVRA, vakverenigingen, nieuwspoort)","4,79"
2015,"V","Ministerie van Buitenlandse Zaken","1813S01","Apparaat","Studie en opleiding","6076,71"
2015,"V","Ministerie van Buitenlandse Zaken","1813S01","Apparaat","Uitgaven sociaal flankerend beleid","3254,44"
2015,"V","Ministerie van Buitenlandse Zaken","1814S00","Apparaat","Bovenwettelijke uitkering, wachtgelden","6658,96"
2015,"V","Ministerie van Buitenlandse Zaken","1815S02","Apparaat"," Reis- en Verblijfkosten","15629,06"
2015,"V","Ministerie van Buitenlandse Zaken","1815S02","Apparaat","Benodigdheden en hulpmiddelen","1832,71"
2015,"V","Ministerie van Buitenlandse Zaken","1815S02","Apparaat","Representatie voor eigen personeel","597,64"
2015,"V","Ministerie van Buitenlandse Zaken","1815S02","Apparaat","Uitbesteden organisatie- en formatieadviesopdrachten","1,70"
2015,"V","Ministerie van Buitenlandse Zaken","1816S01","Apparaat","Gebruik en onderhoud gebouw en terreinen","15336,98"
2015,"V","Ministerie van Buitenlandse Zaken","1816S01","Apparaat","Post-, Koeriers- en transportdiensten","4692,60"
